id,text,author
id21303,The Horror from the Shadows Many men have related hideous things not mentioned in print which happened on the battlefields of the Great War.,HPL
id09275,The sun of youth is not set for you; it will restore vigour and life to you; do not resist with obstinate grief its beneficent influence oh my child bless me with the hope that I have not utterly destroyed you.,MWS
id26968,When the fever of my young life is spent; when placid age shall tame the vulture that devours me friendship may come love and hope being dead.,MWS
id18392,There is a gush of entrancing melody; there is an oppressive sense of strange sweet odor there is a dream like intermingling to the eye of tall slender Eastern trees bosky shrubberies flocks of golden and crimson birds lily fringed lakes meadows of violets tulips poppies hyacinths and tuberoses long intertangled lines of silver streamlets and upspringing confusedly from amid all a mass of semi Gothic semi Saracenic architecture sustaining itself by miracle in mid air glittering in the red sunlight with a hundred oriels minarets and pinnacles; and seeming the phantom handiwork conjointly of the Sylphs of the Fairies of the Genii and of the Gnomes.,EAP
id13726,Raymond looked keenly at him; he could read benignity only in his gentle lineaments; he turned to me observing with scorn my moody and stern demeanour.,MWS
id10963,He sent for medical assistance; the hours passed spun by suspense into ages; the darkness of the long autumnal night yielded to day before her life was secure.,MWS
id17925,Brewster takes no notice of it whatever beyond a mere statement we believe that such is the fact.,EAP
id10824,A sombre yet beautiful and peaceful gloom here pervaded all things.,EAP
id09852,He looked on the structure of society as but a part of the machinery which supported the web on which his life was traced.,MWS
id21730,Ages perhaps had elapsed since this catastrophe; and the ruin it had made above had been repaired by the growth of vegetation during many hundred summers.,MWS
id27103,We were strolling one night down a long dirty street in the vicinity of the Palais Royal.,EAP
id03708,But from the first move in the game of chess no especial second move follows of necessity.,EAP
id02973,My arrival was like the newly discovered lamp of a lighthouse to sailors who are weathering some dangerous point.,MWS
id21449,To examine the causes of life we must first have recourse to death.,MWS
id03880,The farmers and cottagers on the contrary struck with the fear of solitude and madly desirous of medical assistance flocked into the towns.,MWS
id02780,Such were the idle tales which had made the villagers leave Kilderry and when I heard them I did not wonder that Denys Barry had refused to listen.,HPL
id01258,I must except however Wyatt and his sisters who behaved stiffly and I could not help thinking uncourteously to the rest of the party.,EAP
id08900,I had intended to pass by the remains of the stranger with averted face but as I approached the body I seemed to hear emanating from it a faint sound as though life were not yet wholly extinct.,HPL
id21216,But why is this man absent?,EAP
id07813,I was I own often tempted to recur to the lawless feats of my boy hood and knock down the almost tame pheasants that perched upon the trees and bent their bright eyes on me.,MWS
id13827,Olney does not recall many of the wonders he told or even who he was; but says that he was strange and kindly and filled with the magic of unfathomed voids of time and space.,HPL
id14464,I gathered enough however to know that it was astonished at my wishing to remain alive under such circumstances.,EAP
id27728,"How delicious to me were the words of his letter that concerned me: ""I cannot tell you"" it said ""how ardently I desire to see my Mathilda.",MWS
id13117,Her native sprightliness needed no undue excitement and her placid heart reposed contented on my love the well being of her children and the beauty of surrounding nature.,MWS
id25735,When the seasons have become equal when the air breeds no disorders when its surface is no longer liable to blights and droughts then sickness will cease; when men's passions are dead poverty will depart.,MWS
id21803,The former Protector tendered him the oaths and presented him with the insignia of office performing the ceremonies of installation.,MWS
id13122,All slept all England slept; and from my window commanding a wide prospect of the star illumined country I saw the land stretched out in placid rest.,MWS
id01436,You dream that you can restore him?,MWS
id17187,"We must cut him at once.""",EAP
id03988,I was merciless but am pitiful.,EAP
id07751,His sole relief was obtained in revelry of the most general and boisterous sort; so that few assemblies of the young and the gay were unknown to us.,HPL
id27083,Again her chill limbs touched me as a torpedo; and I shuddered in sympathy with her pain and fright.,MWS
id02328,In the heart of Venice could I have erected a better?,EAP
id04819,Then they both started for the outer door; the woman lamely creeping and the old man after picking up the very book I had been reading beckoning me as he drew his hood over that unmoving face or mask.,HPL
id03429,The trees were lithe mirthful erect bright slender and graceful of eastern figure and foliage with bark smooth glossy and parti colored.,EAP
id02981,When we arrived at Rodosto we found that the field had been taken and the scheme of the battle arranged.,MWS
id19854,Tears streamed from my eyes.,MWS
id07160,"Of what followed members of ""The Greatest Show on Earth"" do not like to speak.",HPL
id04482,Mr. Kirwin charged himself with every care of collecting witnesses and arranging my defence.,MWS
id07747,Suddenly the system of warfare was changed.,MWS
id21550,The conversation in the meantime was spirited and general.,EAP
id01833,The young girl was occupied in arranging the cottage; but presently she took something out of a drawer which employed her hands and she sat down beside the old man who taking up an instrument began to play and to produce sounds sweeter than the voice of the thrush or the nightingale.,MWS
id26014,Barzai knew so much of the gods that he could tell of their comings and goings and guessed so many of their secrets that he was deemed half a god himself.,HPL
id06817,Murderers casting it in would not have failed to attach a weight.,EAP
id18261,On the other hand you are bound by every principle of honor to confess all you know.,EAP
id19424,The abyss was now a seething chaos of roseate and cerulean splendour and invisible voices sang exultantly as the knightly entourage plunged over the edge and floated gracefully down past glittering clouds and silvery coruscations.,HPL
id02877,Johansen's voyage had begun just as he told it to the vice admiralty.,HPL
id10978,I was a mere skeleton and fever night and day preyed upon my wasted frame.,MWS
id17019,'The Prince of ts' therefore is upon his hinder legs running for his life.,EAP
id14334,Seized with a gloomy and fanatical belief which exiled them from their kind their ancestors sought the wilderness for freedom.,HPL
id03896,You might as well note down a few while I read them to you.,EAP
id17944,I would sometimes rise very quietly in the night stealing out to walk in those churchyards and places of burial from which I had been kept by my parents.,HPL
id04226,I strived to decypher them but in vain; while ever and anon like the spirit of a departed sound the shrill and piercing shriek of a female voice seemed to be ringing in my ears.,EAP
id04144,In the meantime we had been swept astern of the ship and being quite out of her lee were at the mercy of the tremendous sea which was still running.,EAP
id02143,Oh God help me Let him be alive It is all dark; in my abject misery I demand no more: no hope no good: only passion and guilt and horror; but alive Alive My sensations choked me No tears fell yet I sobbed and breathed short and hard; one only thought possessed me and I could only utter one word that half screaming was perpetually on my lips; Alive Alive I had taken the steward with me for he much better than I could make the requisite enquiries the poor old man could not restrain his tears as he saw my deep distress and knew the cause he sometimes uttered a few broken words of consolation: in moments like these the mistress and servant become in a manner equals and when I saw his old dim eyes wet with sympathizing tears; his gray hair thinly scattered on an age wrinkled brow I thought oh if my father were as he is decrepid hoary then I should be spared this pain When I had arrived at the nearest town I took post horses and followed the road my father had taken.,MWS
id08923,Braced up by Elwood's companionship Gilman attended classes that day.,HPL
id04062,When their course is fulfilled the dial begins to cast westward an uncertain shadow; the eye lids of day are opened and birds and flowers the startled vegetation and fresh breeze awaken; the sun at length appears and in majestic procession climbs the capitol of heaven.,MWS
id21454,He plucks flowers and weeds and weaves chaplets of them or sails yellow leaves and bits of bark on the stream rejoicing in their safety or weeping at their wreck.,MWS
id12125,Its banks of the emerald grass already described rounded rather than sloped off into the clear heaven below; and so clear was this heaven so perfectly at times did it reflect all objects above it that where the true bank ended and where the mimic one commenced it was a point of no little difficulty to determine.,EAP
id09647,He would write of what he knew before death came but his wife must not guess.,HPL
id27725,And as the muffled thunder clattered those eyes still stared with vacuous viciousness.,HPL
id12487,There he worked like a butcher in the midst of his gory wares I could never get used to the levity with which he handled and classified certain things.,HPL
id27748,Into the sunset wandered Iranon seeking still for his native land and for men who would understand and cherish his songs and dreams.,HPL
id09993,We stayed several hours with Justine and it was with great difficulty that Elizabeth could tear herself away.,MWS
id08779,Occasionally the poetic intellect that intellect which we now feel to have been the most exalted of all since those truths which to us were of the most enduring importance could only be reached by that analogy which speaks in proof tones to the imagination alone and to the unaided reason bears no weight occasionally did this poetic intellect proceed a step farther in the evolving of the vague idea of the philosophic and find in the mystic parable that tells of the tree of knowledge and of its forbidden fruit death producing a distinct intimation that knowledge was not meet for man in the infant condition of his soul.,EAP
id00575,The men from Arkham were undecided what to do.,HPL
id01555,There had Mr. Peabody said been considerable discussion about the marriage of her father Benjamin Orne just after the Civil War; since the ancestry of the bride was peculiarly puzzling.,HPL
id20515,It was only after the announcement that Le Bon had been imprisoned that he asked me my opinion respecting the murders.,EAP
id07134,I did not move for I could not; but watched dazedly as the door fell in pieces to admit a colossal shapeless influx of inky substance starred with shining malevolent eyes.,HPL
id17572,"""Why Lionel"" said Adrian ""what did you intend?",MWS
id03984,His appearance re animated our friend; and when he came to speak and act his hesitation vanished and he shone out supreme in majesty and victory.,MWS
id18030,So far I had seen none of the lower animals in Innsmouth.,HPL
id26256,"I and my enemy were still struggling when the wounded man exclaimed ""The Earl"" I sprang out of the herculean hold of the keeper panting from my exertions; I cast furious glances on my persecutors and placing myself with my back to a tree resolved to defend myself to the last.",MWS
id06568,"""Is it quite original?"" he inquired; touching it with reverence.",EAP
id21432,The rain was pouring in torrents and thick mists hid the summits of the mountains so that I even saw not the faces of those mighty friends.,MWS
id21933,But these other apartments were densely crowded and in them beat feverishly the heart of life.,EAP
id07265,It was they averred as though someone had groped about the ruins at no distant period.,HPL
id08861,Perdita's mind was not softened by this account.,MWS
id16379,As time wore along his absorption in the irregular wall and ceiling of his room increased; for he began to read into the odd angles a mathematical significance which seemed to offer vague clues regarding their purpose.,HPL
id22466,And now at last as if by the rush of an ocean my shuddering spirit is overwhelmed by the one grim Danger by the one spectral and ever prevalent idea.,EAP
id21582,AFTER THE very minute and elaborate paper by Arago to say nothing of the summary in 'Silliman's Journal' with the detailed statement just published by Lieutenant Maury it will not be supposed of course that in offering a few hurried remarks in reference to Von Kempelen's discovery I have any design to look at the subject in a scientific point of view.,EAP
id27908,It will then be seen that the movement of the arm which in all other cases immediately succeeds the motion in the shoulder is withheld is not made although Maelzel has not yet performed on the board of the Automaton any move corresponding to the withdrawal of the antagonist.,EAP
id18666,Each night I returned to the Castle and found there repose and love awaiting me.,MWS
id07395,Endlessly down the horsemen floated their chargers pawing the aether as if galloping over golden sands; and then the luminous vapours spread apart to reveal a greater brightness the brightness of the city Celephaïs and the sea coast beyond and the snowy peak overlooking the sea and the gaily painted galleys that sail out of the harbour toward distant regions where the sea meets the sky.,HPL
id09996,I came upon them suddenly in the leafy June and threw myself upon the turf beneath the branches of an unknown odorous shrub that I might doze as I contemplated the scene.,EAP
id15568,His passions always his masters acquired fresh strength from the long sleep in which love had cradled them the clinging weight of destiny bent him down; he was goaded tortured fiercely impatient of that worst of miseries the sense of remorse.,MWS
id01021,The evil was so wide spreading so violent and immedicable that no care no prevention could be judged superfluous which even added a chance to our escape.,MWS
id08711,The remains of the half finished creature whom I had destroyed lay scattered on the floor and I almost felt as if I had mangled the living flesh of a human being.,MWS
id08336,She spoke no word; and I not for worlds could I have uttered a syllable.,EAP
id20932,She was tranquil yet her tranquillity was evidently constrained; and as her confusion had before been adduced as a proof of her guilt she worked up her mind to an appearance of courage.,MWS
id09473,He was seized and cast into prison the very day that Safie arrived from Constantinople to join him.,MWS
id27037,He now refused to admit me at any time and shunned me whenever we met on the stairs.,HPL
id25802,A few words in explanation will here be necessary for such of our readers as are not conversant with the details of aerostation.,EAP
id27551,The greatest care had been taken to preserve a due medium between the neat and graceful on the one hand and the pittoresque in the true sense of the Italian term on the other.,EAP
id12897,Besides all this the lawn's velvet was exquisitely spotted with sheep a considerable flock of which roamed about the vale in company with three tamed deer and a vast number of brilliantly plumed ducks.,EAP
id14960,Independently of the phthisis the patient was suspected of aneurism of the aorta; but on this point the osseous symptoms rendered an exact diagnosis impossible.,EAP
id07195,The house was never rented again.,HPL
id24637,I had entered the brush grown cut and was struggling along at a very slow pace when that damnable fishy odour again waxed dominant.,HPL
id12970,But the case is widely different with the Chess Player.,EAP
id04827,But I cannot possibly comprehend the particulars of this frightful mystery.,EAP
id13470,Numbers of men or things which had been men dropped to the floor and began lapping at the puddles of spilled liquor but most remained immovable watching the unprecedented actions of the barroom drudge and derelict.,HPL
id13444,The result was that I got rid of the old bore and began to feel a little independent and gentleman like.,EAP
id27876,Having noticed these particulars and some others I again turned my eyes upon the glorious prospect below and soon became absorbed in contemplation.,EAP
id05428,This time he resolved to reply in kind and his own hands reached out for the creature's throat.,HPL
id24684,No defect in the machinery or carelessness in the men had been noticed yet without warning the ship was racked from end to end with a colossal shock.,HPL
id20302,I recall that I did not regard it as a common flashlight indeed I had a common flashlight in another pocket.,HPL
id15670,In all these streets no living thing was visible and I wondered at the complete absense of cats and dogs from Innsmouth.,HPL
id08213,"""Yes"" I said ""let us be gone.""",EAP
id15935,In the morning it had been underfoot; afternoon found it rising in the southeast and now it was roughly south but wheeling toward the west.,HPL
id09169,The writing accompanying this oddity was aside from a stack of press cuttings in Professor Angell's most recent hand; and made no pretence to literary style.,HPL
id26799,The aversion displayed toward him by dogs had now become a matter of wide remark and he was obliged to carry a pistol in order to traverse the countryside in safety.,HPL
id13416,Men made perilous journies to possess themselves of earth's splendid trifles gems and gold.,MWS
id27919,Our native oak as his partisans called him was visited truly by a nipping winter.,MWS
id19973,Carter's relatives talk much of these things because he has lately disappeared.,HPL
id10545,My eyes also gave me great uneasiness.,EAP
id08755,As I was coming home I met Lieutenant G  from the fort and very foolishly I lent him the bug; so it will be impossible for you to see it until the morning.,EAP
id06621,The wild disorder of the room; the corpse thrust with the head downward up the chimney; the frightful mutilation of the body of the old lady; these considerations with those just mentioned and others which I need not mention have sufficed to paralyze the powers by putting completely at fault the boasted acumen of the government agents.,EAP
id21402,Should I then after all prove to have been mistaken I had in consequence nothing better to expect as a finale to my adventure than being dashed into atoms against the rugged surface of the satellite.,EAP
id27833,Eventually Jermyn asked and obtained permission to train the animal astonishing audiences and fellow performers alike with his success.,HPL
id08561,A lamp which had been accidentally left full of oil within the tomb was found empty; it might have been exhausted however by evaporation.,EAP
id11297,In a few words I must conclude this tragedy.,MWS
id19717,"I have lost you myself my life"" ""Do you not believe me?"" said Raymond haughtily.",MWS
id12696,She was freighted with cotton wool and oil from the Lachadive islands.,EAP
id17724,In this examination I committed to memory its external appearance and arrangement in the rack; and also fell at length upon a discovery which set at rest whatever trivial doubt I might have entertained.,EAP
id23001,Mem must get rid of Bag no system at all.,EAP
id05955,"""Alfonzo Garcio undertaker deposes that he resides in the Rue Morgue.",EAP
id23975,Mrs. Updike's clothes were close to the front hall switch that's how I know she did it.,HPL
id25387,They from outside will help but they cannot take body without human blood.,HPL
id21870,At times again I was obliged to resolve all into the mere inexplicable vagaries of madness for I beheld him gazing upon vacancy for long hours in an attitude of the profoundest attention as if listening to some imaginary sound.,EAP
id17041,The care of me while a baby and afterwards untill I had reached my eighth year devolved on a servant of my mother's who had accompanied us in our retirement for that purpose.,MWS
id20713,Cheers and loud acclamations followed the close of his speech.,MWS
id25929,In this walk so many times repeated the world's greatest master of the terrible and the bizarre was obliged to pass a particular house on the eastern side of the street; a dingy antiquated structure perched on the abruptly rising side hill with a great unkempt yard dating from a time when the region was partly open country.,HPL
id13942,"""Do you"" said I ""enjoy yourself and let this be our rendezvous.",MWS
id04113,I could no longer bear the touch of her wan fingers nor the low tone of her musical language nor the lustre of her melancholy eyes.,EAP
id20520,Then I thought of the season and felt that these old Puritan folk might well have Christmas customs strange to me and full of silent hearthside prayer.,HPL
id01038,And in front of the fireplace was no vestige of the giant doubled up form in nitre.,HPL
id21627,Inside was a little vestibule with walls from which the plaster was falling and through the doorway came a faint but peculiarly hateful odour.,HPL
id25152,In the meantime the lunatics had a jolly season of it that you may swear.,EAP
id03355,We had long regarded the wanderers as vapory creations of inconceivable tenuity and as altogether incapable of doing injury to our substantial globe even in the event of contact.,EAP
id14738,What had been the study and desire of the wisest men since the creation of the world was now within my grasp.,MWS
id19259,They were by no means uncivilized however but cultivated various arts and even sciences after a fashion of their own.,EAP
id20501,We were to sail on the fifteenth of the month June weather permitting; and on the fourteenth I went on board to arrange some matters in my state room.,EAP
id03271,The lower and vagabond English joined with them.,MWS
id23693,The propeller was kept in constant operation and no doubt aided our progress materially.,EAP
id22092,That I had previously overestimated our depth I was sure; but none the less we must still be deep enough to make these phenomena remarkable.,HPL
id27336,These feelings are transitory; each day of expectation delayed fills them with fear and I almost dread a mutiny caused by this despair.,MWS
id23408,Swooning I staggered to the opposite wall.,EAP
id26373,He died soon after leaving two children a son and a daughter.,MWS
id17033,The ancient books taken from Whateley's quarters while absorbingly interesting and in several cases promising to open up new and terrible lines of research among philosophers and men of science were of no assistance whatever in this matter.,HPL
id12693,Alas I but too soon discovered.,EAP
id13999,I wondered what sights this placid youth might have seen in inaccessible spheres and what he could relate if fully restored to life.,HPL
id08161,Languor was changed to ardour the slow step converted to a speedy pace while the hollow murmur of the multitude inspired by one feeling and that deadly filled the air drowning the clang of arms and sound of music.,MWS
id08180,"The pantaloons which thou sayest were made by Bourdon are an excellent pair of linen drawers and thy robe de chambre is a shroud of no scanty dimensions.""",EAP
id11606,"""Who are you pray?"" said I with much dignity although somewhat puzzled; ""how did you get here?",EAP
id05738,Attaining distinction as a boy through his wonderful mentality he won vast fame at the University of Wisconsin and at the age of twenty three returned to Appleton to take up a professorship at Lawrence and to slip a diamond upon the finger of Appleton's fairest and most brilliant daughter.,HPL
id03015,It was evident however that just at this moment the fellow in the steeple was doing something that he had no business to do with the clock.,EAP
id21414,Let us refer for example to the last instance but one in which the combination; occurs not far from the end of the cipher.,EAP
id21049,And that night my dreams of piping flutes and marble peristyles came to a sudden and disquieting end; for upon the city in the valley I saw a pestilence descend and then a frightful avalanche of wooded slopes that covered the dead bodies in the streets and left unburied only the temple of Artemis on the high peak where the aged moon priestess Cleis lay cold and silent with a crown of ivory on her silver head.,HPL
id21172,Answer me I conjure you by our mutual happiness with simple truth Do you not love another?,MWS
id12194,The one midway is Moskoe.,EAP
id25479,How very dear she was to Perdita In progress of time I also became a father and our little darlings our playthings and delights called forth a thousand new and delicious feelings.,MWS
id03492,But I am ambitious of signalizing my abdication of the literary sceptre by some important bequest to posterity; and perhaps I cannot do a better thing than just pen for it an account of my earlier career.,EAP
id19208,This done let us compare these communications both as regards style and MS. with those sent to the morning paper at a previous period and insisting so vehemently upon the guilt of Mennais.,EAP
id14203,Their outlines were human semi human fractionally human and not human at all the horde was grotesquely heterogeneous.,HPL
id04229,In a few minutes the pan having become thoroughly heated I removed the slip and to my inexpressible joy found it spotted in several places with what appeared to be figures arranged in lines.,EAP
id13851,The body as well as the head was fearfully mutilated the former so much so as scarcely to retain any semblance of humanity.,EAP
id06946,Had there been divisions the task would have been comparatively easy.,EAP
id18289,"For that very fresh body at last writhing into full and terrifying consciousness with eyes dilated at the memory of its last scene on earth threw out its frantic hands in a life and death struggle with the air; and suddenly collapsing into a second and final dissolution from which there could be no return screamed out the cry that will ring eternally in my aching brain: ""Help Keep off you cursed little tow head fiend keep that damned needle away from me"" V.",HPL
id00714,It was Maurice who in the poet's st year secured the adoption of his work as a textbook in the schools of the empire an honour which proved a fatal tax on the aged rhetorician's emotions since he passed away peacefully at his home near the church of St. Sophia on the sixth day before the Kalends of September A.D.  in the nd year of his age.,HPL
id20406,The air was cold and the rain again began to descend; we entered the hut the fiend with an air of exultation I with a heavy heart and depressed spirits.,MWS
id23873,We read much in Alhazred's Necronomicon about its properties and about the relation of ghouls' souls to the objects it symbolised; and were disturbed by what we read.,HPL
id27826,But I had yet a resource left in my constitutional audacity.,EAP
id01086,Gilman tried to stop up the rat hole every day but each night the real tenants of the partitions would gnaw away the obstruction whatever it might be.,HPL
id17391,I have spoken to you Oinos as to a child of the fair Earth which lately perished of impulses upon the atmosphere of the Earth.,EAP
id06208,I think it was his eye yes it was this He had the eye of a vulture a pale blue eye with a film over it.,EAP
id01499,Indeed it was only by accident that after interminable writhings I jarred my forgotten electric lamp alight so that it shone eerily along the burrow of caked loam that stretched and curved ahead.,HPL
id11645,It is through the spirit of this principle if not precisely through its letter that modern science has resolved to calculate upon the unforeseen.,EAP
id19248,Then it was obvious that the pursuers were gaining.,HPL
id09381,IS there such a feeling as love at first sight?,MWS
id19296,Believe me he was destined to be the author of infinite good to his native England.,MWS
id11996,Our lonely house was seemingly alive with the presence of some malign being whose nature we could not guess and every night that daemoniac baying rolled over the windswept moor always louder and louder.,HPL
id25707,He quickly arranged with the Turk that if the latter should find a favourable opportunity for escape before Felix could return to Italy Safie should remain as a boarder at a convent at Leghorn; and then quitting the lovely Arabian he hastened to Paris and delivered himself up to the vengeance of the law hoping to free De Lacey and Agatha by this proceeding.,MWS
id09726,But it was all right with the heathens because they'd ben havin' a hard time an' was desp'rate abaout everything.,HPL
id00631,DURING the whole of a dull dark and soundless day in the autumn of the year when the clouds hung oppressively low in the heavens I had been passing alone on horseback through a singularly dreary tract of country; and at length found myself as the shades of the evening drew on within view of the melancholy House of Usher.,EAP
id10047,"The ""strangeness"" however which I found in the eyes was of a nature distinct from the formation or the color or the brilliancy of the features and must after all be referred to the expression.",EAP
id11726,Some of my comrades groaned and my own mind began to grow watchful with anxious thoughts when a strange sight suddenly attracted our attention and diverted our solicitude from our own situation.,MWS
id15284,At another I resolved to dig a grave for it in the floor of the cellar.,EAP
id19002,Lay down your arms fellow men brethren Pardon succour and brotherly love await your repentance.,MWS
id11063,They had devoured in spite of all my efforts to prevent them all but a small remnant of the contents of the dish.,EAP
id09400,He sat for some time inactive nodding oddly but having a paradoxical suggestion of intense and frightened listening.,HPL
id13693,Then bolder than the storied Cyclops great Cthulhu slid greasily into the water and began to pursue with vast wave raising strokes of cosmic potency.,HPL
id19688,At first I proceeded with extreme caution for the floor although seemingly of solid material was treacherous with slime.,EAP
id19788,Thus in her twenty ninth year she died; having enjoyed some few years of the happiness of paradise and sustaining a reverse to which her impatient spirit and affectionate disposition were unable to submit.,MWS
id09701,After so much time spent in painful labour to arrive at once at the summit of my desires was the most gratifying consummation of my toils.,MWS
id25340,Its size was very great and seemed the greater because of its extraordinary bareness and neglect.,HPL
id13312,Until now my savage habits had done me no radical mischief; my physical powers had grown up and flourished under their influence and my mind undergoing the same discipline was imbued with all the hardy virtues.,MWS
id01661,It first rolled down the side of the steeple then lodge for a few seconds in the gutter and then made its way with a plunge into the middle of the street.,EAP
id05814,When therefore Mr. Preston reached me that which he had picked up upon the floor and near the folding doors of the apartment it was with an astonishment nearly bordering upon terror that I perceived my own already hanging on my arm where I had no doubt unwittingly placed it and that the one presented me was but its exact counterpart in every in even the minutest possible particular.,EAP
id13805,Seething stewing surging bubbling like serpents' slime it rolled up and out of that yawning hole spreading like a septic contagion and streaming from the cellar at every point of egress streaming out to scatter through the accursed midnight forests and strew fear madness and death.,HPL
id24969,The result of decomposition is the generation of gas distending the cellular tissues and all the cavities and giving the puffed appearance which is so horrible.,EAP
id12889,A settled apathy a gradual wasting away of the person and frequent although transient affections of a partially cataleptical character were the unusual diagnosis.,EAP
id10540,His graceful elocution enchained the senses of his hearers.,MWS
id25613,EH AHHHH AH E'YAAHHHH. . .,HPL
id15334,The cushions we probed with the fine long needles you have seen me employ.,EAP
id09204,Twice a year they would light fires on the top of Sentinel Hill at which times the mountain rumblings would recur with greater and greater violence; while at all seasons there were strange and portentous doings at the lonely farmhouse.,HPL
id06312,"I dared I conquered them all till now I have sold myself to death with the sole condition that thou shouldst follow me Fire and war and plague unite for thy destruction O my Raymond there is no safety for thee"" With an heavy heart I listened to the changes of her delirium; I made her a bed of cloaks; her violence decreased and a clammy dew stood on her brow as the paleness of death succeeded to the crimson of fever I placed her on the cloaks.",MWS
id01232,Lesser peaks they once inhabited; but ever the men from the plains would scale the slopes of rock and snow driving the gods to higher and higher mountains till now only the last remains.,HPL
id17914,"""Presently two countrymen passed by but pausing near the cottage they entered into conversation using violent gesticulations; but I did not understand what they said as they spoke the language of the country which differed from that of my protectors.",MWS
id26106,And up unending steps of shining zircon was the tower chamber wherefrom the high priests looked out over the city and the plains and the lake by day; and at the cryptic moon and significant stars and planets and their reflections in the lake by night.,HPL
id26201,The guides bring with them materials for renewing the light but we had none our only resource was to return as we came.,MWS
id26337,His figure lean to the proportions of a skeleton was strangely bent and almost lost within the voluminous folds of his peculiar garment.,HPL
id04350,She thought her the model of all excellence and endeavoured to imitate her phraseology and manners so that even now she often reminds me of her.,MWS
id27117,Then overcome by fatigue I lay down among some straw and fell asleep.,MWS
id19546,She played a simple air and her voice accompanied it in sweet accents but unlike the wondrous strain of the stranger.,MWS
id11021,No human being could have passed a happier childhood than myself.,MWS
id17529,Once in a while I noticed dead stumps and crumbling foundation walls above the drifting sand and recalled the old tradition quoted in one of the histories I had read that this was once a fertile and thickly settled countryside.,HPL
id20794,"Ye who are linked by the affectionate ties of nature companions friends lovers fathers who toil with joy for their offspring; women who while gazing on the living forms of their children forget the pains of maternity; children who neither toil nor spin but love and are loved ""Oh that death and sickness were banished from our earthly home that hatred tyranny and fear could no longer make their lair in the human heart that each man might find a brother in his fellow and a nest of repose amid the wide plains of his inheritance that the source of tears were dry and that lips might no longer form expressions of sorrow.",MWS
id12329,Their benevolent disposition often made them enter the cottages of the poor.,MWS
id00535,They clung with eagerness to the hope held out that he might yet be alive.,MWS
id27139,A shriek burst from the lips of the poor wretch; and then sudden motionlessness came over him; it was manifest to all that he was dead.,MWS
id17980,Sir David Brewster states the figure of the Turk to be of the size of life but in fact it is far above the ordinary size.,EAP
id15182,Herbert West whose associate and assistant I was possessed scientific interests far beyond the usual routine of a village physician.,HPL
id25844,Sat down then and winked at the lean lady when I had the high satisfaction of finding him lift me up by the nape of the neck and fling me over into the pit.,EAP
id07313,It had lost an arm if it had been a perfect body we might have succeeded better.,HPL
id06142,Why don't you laugh at Oliver's grandfather who won't ride in a motor?,HPL
id23947,She would not consent to this proposition but as soon as she had arranged the affairs which her brother's departure had caused to fall to her care she quitted England and took me with her to her scotch estate.,MWS
id16974,"""Doctair Muñoz"" she cried as she rushed upstairs ahead of me ""he have speel hees chemicals.",HPL
id24463,F Spencer's Faery Queen Book Canto CHAPTER XII As I was perpetually haunted by these ideas you may imagine that the influence of Woodville's words was very temporary; and that although I did not again accuse him of unkindness yet I soon became as unhappy as before.,MWS
id04519,The name of the Earl startled me and caused all the indignant blood that warmed my heart to rush into my cheeks; I had never seen him before; I figured to myself a haughty assuming youth who would take me to task if he deigned to speak to me with all the arrogance of superiority.,MWS
id02365,Retaining some presence of mind I took the one offered me by Preston; placed it unnoticed over my own; left the apartment with a resolute scowl of defiance; and next morning ere dawn of day commenced a hurried journey from Oxford to the continent in a perfect agony of horror and of shame.,EAP
id12509,e. i. by which again the very classical phrase non est inventus is supposed to be understood.,EAP
id21461,One word I might speak and then you would be implicated in my destruction; yet that word is hovering on my lips.,MWS
id22546,For my own part I should hold it not only as possible but as very far more than probable that Marie might have proceeded at any given period by any one of the many routes between her own residence and that of her aunt without meeting a single individual whom she knew or by whom she was known.,EAP
id20754,I now observed that I had with me an electric lantern and two spades whilst my companion was supplied with a similar lantern and a portable telephone outfit.,HPL
id18713,At length the visitors apprised of a party of State Police which had come from Aylesbury that morning in response to the first telephone reports of the Frye tragedy decided to seek out the officers and compare notes as far as practicable.,HPL
id13207,One paternal kind precaution he had taken to ensure my having a companion.,MWS
id01708,Soon those shrieks had attained a magnitude and quality which cannot be written of and which make me faint as I think of them.,HPL
id21486,Her eyes could not be deeper than they were in childhood nor her countenance more expressive; but the expression was changed and improved; intelligence sat on her brow; when she smiled her face was embellished by the softest sensibility and her low modulated voice seemed tuned by love.,MWS
id08368,No one was spoken of as frequenting the house.,EAP
id13867,When he arrives at the hippodrome he will be crowned with the poetic wreath in anticipation of his victory at the approaching Olympics.,EAP
id25894,"""The measures then"" he continued ""were good in their kind and well executed; their defect lay in their being inapplicable to the case and to the man.",EAP
id06061,The negro obeyed him promptly and apparently with but little trouble; ascending higher and higher until no glimpse of his squat figure could be obtained through the dense foliage which enveloped it.,EAP
id18903,The fear of immediate death vanished with the heats of September.,MWS
id23303,When I thought of these expressions on the part of my friend I confess that I felt indescribably puzzled.,EAP
id11713,Is he to be told that it is one of the many classes of fungus of which the most ordinary feature is its upspringing and decadence within twenty four hours?,EAP
id03367,The mail robber W  to whom I bore a singular resemblance was at this moment passing from the city jail to the scaffold erected for his execution in the suburbs.,EAP
id19417,This panorama is indeed glorious and I should rejoice in it but for the excess of its glory.,EAP
id05029,It did not require the measured sounds of human language to syllable the story of my extasy.,MWS
id18932,I always called at the big houses to deliver the letters and receive the postage.,EAP
